unit_price_min,unit_price_max,unit_price_mean,unit_price_sum,quantity_ordered_min,quantity_ordered_max,quantity_ordered_mean,quantity_ordered_sum,total_price_min,total_price_max,total_price_mean,total_price_sum,file_name_count,vendor_encoding_mean,discountFlag_mean,freightFlag_mean,invoice_total_mean,invoice_tx_mean,cluster_0,cluster_1,LocationCode,gl_invoice_count,gl_actual_count,subacc_invoice_count,subacc_actual_count
115.0,763.81,439.405,878.81,1.0,8.0,4.5,9.0,763.81,920.0,841.905,1683.81,2,-1.0,0.0,0.0,1768.0,84.19,2,0,27,2,2,2,1
