cluster1,cluster2
-0.13615617,-0.16072643
0.025106665,-0.018559601
-0.13123444,-0.18328226
-0.040753707,-0.02026208
0.25742322,0.3772322
0.07705457,0.17857614
-0.305333,-0.37503684
0.021052424,-0.03515151
0.2798673,0.33684763
0.043914586,0.09207995
-0.056138955,-0.00056240894
-0.15638247,-0.14185846
0.096758276,0.04810515
0.19544005,0.15769303
-0.047627404,-0.10621818
-0.17446813,-0.120329365
-0.15255,-0.043679375
0.17485979,0.13447094
0.14104436,0.028045183
0.03582896,-0.062402442
0.007016927,0.15256305
-0.16265856,-0.11350831
-0.1431648,-0.11618671
-0.32591859,-0.2633264
-0.079644375,-0.13338238
0.19343282,0.15168713
0.11004008,0.13866684
0.105602324,0.06907312
0.16528532,0.07315922
0.1745963,0.025176823
0.07367013,0.23354322
-0.24346563,-0.19288968
0.017701404,-0.030500233
0.05823487,0.13349111
-0.030059721,-0.020825952
0.26189736,0.10607281
0.13405585,0.13960731
-0.17690888,-0.042748973
-0.011636378,-0.04537824
0.018291965,0.10940385
-0.30736816,-0.398694
-0.28242886,-0.26540163
-0.03114945,0.068215415
-0.0054413537,0.02104092
0.08098951,0.15235434
-0.015764773,-0.15537775
0.017497886,0.06889183
0.04314761,-0.077629134
-0.13004193,-0.05451551
-0.20632112,-0.10376711
-0.11428715,-0.044342108
0.02842655,0.17742269
0.05989743,-0.037426796
-0.09398706,-0.30119392
0.0038828552,0.09390308
-0.0165556,-0.07054569
-0.18660277,-0.15928155
-0.35159403,-0.21973343
0.11444385,0.09618029
0.02953644,0.063881695
-0.24081576,-0.63908964
-0.012038868,0.021110868
0.037289545,0.13627371
0.37005925,0.21371166
0.13863192,-0.059837177
-0.36305606,-0.5842051
-0.011544272,-0.0083858855
0.04713284,0.119452044
0.017687209,0.11792048
-0.13506229,-0.16049226
-0.13295755,-0.07446313
-0.13401441,-0.1431834
-0.18368042,-0.2636145
0.007792592,-0.08273743
0.031995866,-0.012186864
0.14999533,0.17896785
0.2820734,0.1639498
-0.06280369,-0.12892863
0.13492905,0.12996054
0.05494069,0.05571304
-0.09904502,-0.07822488
-0.11996959,-0.12953028
-0.3264049,-0.31475747
0.15686098,0.30684298
-0.34161586,-0.3283104
-0.04067889,-0.06706303
-0.020636983,-0.11234575
-0.06814748,-0.17413688
0.095018774,-0.049756583
-0.15979165,-0.19601294
0.08232933,0.12733467
0.007067658,-0.12584956
0.096929975,0.034536067
0.043813825,-0.06907974
0.16791776,0.22925
0.0031368732,0.026292974
-0.028993282,-0.06490302
0.030404434,0.03632143
-0.06913914,-0.20735905
0.03558834,-0.0031165308
0.100784175,0.10577276
0.07373416,0.09833813
0.06982261,0.09492548
-0.15804736,0.02279401
0.0026755296,-0.039024886
0.021218643,-0.14936988
-0.3318162,-0.29151416
-0.07471138,0.113093875
-0.1282793,-0.21605074
0.26181588,0.04481063
0.30946875,0.20308408
0.08674472,0.12602748
0.046186842,-0.009505588
0.16162749,0.032888092
-0.057128374,-0.09369787
-0.17378204,-0.0755683
0.04227394,-0.1507318
-0.19621205,-0.10002888
0.032717124,0.0401829
0.4369947,0.43790516
0.044792004,0.0117759695
-0.20571044,-0.2948421
0.029920295,-0.016405245
-0.15630409,-0.2407465
0.17962117,0.107696936
0.06381181,0.20479608
0.13944072,0.17196257
-0.17782047,-0.062142454
0.17284721,0.24509774
-0.14001164,0.018974472
0.30023056,0.33330008
0.12234976,0.1263749
0.12816225,0.09823862
-0.0970366,-0.1020842
0.09215264,-0.061724022
0.03168332,0.004305927
-0.24442326,-0.28743643
-0.05327808,-0.18960239
0.017767834,-0.0063768686
-0.15105416,-0.29031128
-0.14197135,-0.3256266
0.21160743,0.22539337
0.41587752,0.25006652
-0.37579644,-0.28388515
-0.08572976,-0.1038404
0.09038561,0.08179023
-0.22385153,-0.13607696
-0.13255422,-0.17367534
0.091717795,-0.031769812
0.05863613,0.17233713
0.05341156,0.115479544
0.29971445,0.32908875
-0.04282578,0.024000224
0.1616128,0.16525182
0.24063952,0.22183423
-0.38230905,-0.33507434
-0.20935827,-0.21807985
-0.02232783,0.0022519103
0.112882085,0.22150978
0.13978454,0.18020265
0.2649908,0.16964647
0.01270649,0.052386843
0.31451014,0.42809257
0.05095053,-0.090760216
-0.103575125,-0.017336704
0.12905824,0.06523176
0.03734324,0.09969253
0.004574232,-0.061593212
0.04542316,0.028325815
-0.0039460436,-0.087427095
0.118646994,0.13942553
0.15755503,0.12043185
0.17994078,0.06961956
0.2351636,0.26226246
0.058884606,0.12631668
0.07007795,0.08778417
-0.009271733,-0.053619258
0.29453322,0.28583068
0.18472677,0.1578546
