cluster1,cluster2
-0.020281726,-0.058053564
-0.09419701,-0.13651739
-0.12351537,-0.17898215
0.06439796,-0.07921538
-0.15712535,-0.2037485
0.082102746,0.13290069
-0.08300597,-0.12651606
0.08557603,0.02092119
0.02525562,-0.07869351
0.20296422,0.243327
0.03146122,0.0058998493
-0.08332442,-0.05821401
0.02039163,0.051543914
-0.08180489,-0.2285027
0.04682003,-0.012538544
0.0936657,0.09606768
0.085558034,0.09006173
0.081053495,0.12403483
-0.13530543,0.0682352
-0.015534772,-0.043502185
-0.04385502,-0.16385898
-0.29579297,-0.2818415
0.01814448,0.12456703
-0.14810783,-0.21983093
0.15954666,0.03512802
0.2758969,0.17896017
0.13134292,0.12942053
0.025447909,-0.012661542
0.109247,0.022161227
-0.061371922,-0.10852852
-0.124593735,-0.065485984
-0.021512896,-0.16818292
-0.13960743,-0.089699164
0.04943837,0.032080106
0.42704505,0.4509988
0.03501054,0.0041028988
-0.24432278,-0.30296445
-0.029228443,-0.01230427
-0.1966017,-0.2527008
0.14995326,0.10189404
0.10254856,0.2284867
0.14259543,0.19100763
-0.15755141,-0.04215248
0.19344576,0.23385327
-0.06652109,0.05058867
0.31478685,0.34644252
0.15918005,0.10652341
0.16967185,0.07641123
-0.04372756,-0.09262062
0.041246098,-0.08770415
0.033732653,-0.0006079506
-0.2556339,-0.2841989
-0.12838435,-0.21454044
0.029768994,-0.043654565
-0.20099881,-0.30245093
-0.19167991,-0.34562775
0.20137776,0.21558446
0.3891375,0.22835761
-0.3744915,-0.27172238
-0.04346436,-0.094331555
0.12391558,0.070514806
-0.1732685,-0.12435017
-0.10609792,-0.19098778
0.06354836,-0.046278533
0.09746463,0.20283774
0.040012207,0.12447513
0.3196318,0.317084
-0.016754422,0.035187192
0.11882007,0.17781822
0.25909072,0.21569876
-0.3659312,-0.33812317
-0.24310467,-0.22763309
-0.026978472,0.0007901089
0.13387932,0.23437017
0.18115784,0.18608773
0.26876044,0.14833587
0.047847565,0.05139586
0.35346788,0.44661346
0.023159467,-0.101448156
-0.0755154,-0.010372341
0.09030411,0.056316495
0.09935082,0.09868559
-0.033528827,-0.08887834
0.047116388,0.0224909
-0.05010515,-0.09132173
0.11819635,0.14165175
0.13463074,0.11399249
0.1473647,0.042597793
0.23649162,0.25747746
0.1274866,0.13878448
0.053457566,0.08553553
0.017658487,-0.05856771
0.2728772,0.2706952
0.20311257,0.13511883
0.06011121,0.09418444
-0.009177541,0.015559575
0.038632825,0.19561772
-0.01696385,0.0037642294
-0.14019434,-0.11894486
0.018703844,0.0467522
0.20633844,0.075563185
0.12818787,0.06364457
0.12242233,0.087484404
-0.10229213,0.1600242
0.09590827,0.038520288
-0.027762208,0.0076157907
0.11646154,0.25068426
-0.42181522,-0.3959714
-0.14176637,-0.23108648
0.11977297,0.07460194
0.087553434,0.08175477
-0.19726264,-0.180355
-0.14822738,-0.011375707
0.054796252,0.0231225
0.024783704,-0.017391376
0.17056024,0.213226
0.0719174,0.10540971
0.20962144,0.20977896
0.04421378,0.019274265
0.1166679,0.1511349
0.042346712,0.095667206
0.06360952,-0.1444252
-0.13178112,-0.14396566
0.046132863,0.12346978
-0.012306709,-0.09871654
-0.06602548,-0.12887396
-0.2573101,-0.19158636
-0.38298446,-0.47285184
-0.13428055,-0.16737142
